Model,Item,Part No.,Alternate Part No.,Part Name (BOM),Part Description (TCLNA),Price,Inventory,New Part No. Inventory,Accessory?,Service,Never,Notes,Mario,Inspect?,Type,Year Sold
8T3E1-CA,,211382758,A2005-000524,Base Carton,Base Carton,$-,0,0,,,,,,,TTW,2022
8T3E1-CA,,1170100033A,22023-000007,Compressor Capacitor,Compressor Capacitor,$-,0,0,,,,,,,TTW,2022
8T3E1-CA,,210738272A,42008-000094,Air Filter,Air Filter,$6.64,40,0,Y,,,,,,TTW,2022
8T3E1-CA,,210836781A,41502-000006,Base,Base,$-,0,0,,,,,,,TTW,2022
8T3E1-CA,,210901411C,31502-000003,Main pcb,Main pcb,$37.48,15,0,,Y,,,,,TTW,2022
8T3E1-CA,,210901453A,22007-000069,Power Supply Cord,Power Supply Cord,$38.04,27,0,,Y,,,,,TTW,2022
8T3E1-CA,,210901457C,22013-003959,Remote Controller,Remote Controller,$7.96,1002,0,Y,,,,,,TTW,2022
8T3E1-CA,,210901465A,10502-100022,Transformer,Transformer,$5.10,25,0,,Y,,,,,TTW,2022
8T3E1-CA,,41110-000110,41110-000110,Outlet foam,Outlet foam,$-,0,0,,,,,,,TTW,2022
8T3E1-CA,,41110-000247,41110-000247,foam shell,foam shell,$-,0,0,,,,,,,TTW,2022
8T3E1-CA,,41504-000097,41504-000097,Water drainage pan,Water drainage pan,$-,0,0,,,,,,,TTW,2022
8T3E1-CA,,41505-000247,41505-000247,Display PCB cover,Display PCB cover,$-,0,0,,,,,,,TTW,2022
8T3E1-CA,,GSK8-15K,GSK8-15K,Gasket Seal Kit,Gasket Seal Kit 8-24K,$4.00,100,0,Y,,,,,,TTW,2022
Breeva A1,,AR1S,,Air Purifier Replacement Filter,Air Purifier Replacement Filter,$20.00,19,0,Y,,,,,,Air Purifier,2022
Breeva A1,,YD2602406002X,,Power Adapter,Power Adapter,$8.00,20,0,Y,,,,,,Air Purifier,2022
Breeva A1C,,AR1CS,,Air Filter,Air Filter,$20.00,2,0,Y,,,,,,Air Purifier,2022
Breeva A1W,,AR1S,,Air Purifier Replacement Filter,Air Purifier Replacement Filter,$20.00,19,0,Y,,,,,,Air Purifier,2022
Breeva A1W,,YD2602406002X,,Power Adapter,Power Adapter,$8.00,20,0,Y,,,,,,Air Purifier,2022
Breeva A2,,110XECA05700D00-01,,Power Adapter,Power Adapter,$8.00,20,0,Y,,,,,,Air Purifier,2022
Breeva A2,,AR2S,,Air Purifier Replacement Filter,Air Purifier Replacement Filter,$20.00,7,0,Y,,,,,,Air Purifier,2022
Breeva A3,,110XECA05600D01-01,,Power Adapter,Power Adapter,$8.00,17,0,Y,,,,,,Air Purifier,2022
Breeva A3,,AR3S,,Air Purifier Replacement Filter,Air Purifier Replacement Filter A3/A5,$20.00,5,0,Y,,,,,,Air Purifier,2022
Breeva A5,,AR3S,,Air Purifier Replacement Filter,Air Purifier Replacement Filter A3/A5,$20.00,5,0,Y,,,,,,Air Purifier,2022
H10P26W,1,810702400B,,Front panel,Front panel,$-,0,0,,,,,,,Portable,2022
H10P26W,2,810700851D,,Take-over protection,Take-over protection,$-,0,0,,,,,,,Portable,2022
H10P26W,3,810900518,,Receiver board,Receiver board,$-,0,0,,,,,,,Portable,2022
H10P26W,4,810702929,,Top panel,Top panel,$-,0,0,,,,,,,Portable,2022
H10P26W,5,810701012,,Gear,Gear,$-,0,0,,,,,,,Portable,2022
H10P26W,6,810701035,,Anti electric axis,Anti electric axis,$-,0,0,,,,,,,Portable,2022
H10P26W,7,1175032001B,,Step motor,Step motor,$21.60,17,0,,Y,,,,,Portable,2022
H10P26W,8,810701138A,,Fixer of step motor,Fixer of step motor,$-,0,0,,,,,,,Portable,2022
H10P26W,9,810702262,,Cover of display box,Cover of display box,$-,0,0,,,,,,,Portable,2022
H10P26W,10,810900559A,,Display board,Display board,$34.28,5,0,,Y,,,,,Portable,2022
H10P26W,11,810702007,,Box of display,Box of display,$-,0,0,,,,,,,Portable,2022
H10P26W,12,811309455M,,Panel sticker,Panel sticker,$-,0,0,,,,,,,Portable,2022
H10P26W,13,810702264,,Deflector,Deflector,$-,0,0,,,,,,,Portable,2022
H10P26W,14,810702265,,Deflector,Deflector,$-,0,0,,,,,,,Portable,2022
H10P26W,15,810702266,,Deflector link,Deflector link,$-,0,0,,,,,,,Portable,2022
H10P26W,16,810702302,,Outlet duct,Outlet duct,$-,0,0,,,,,,,Portable,2022
H10P26W,17,810702256D,,Upper Duct,Upper Duct,$-,0,0,,,,,,,Portable,2022
H10P26W,18,810702055,,Fan of evaporator,Fan of evaporator,$-,0,0,,,,,,,Portable,2022
H10P26W,19,810900527,,Evaporator fan motor,Evaporator fan motor,$-,0,0,,,,,,,Portable,2022
H10P26W,20,810702023B,,Under Duct,Under Duct,$-,0,0,,,,,,,Portable,2022
H10P26W,21,811202229B,,Evaporator,Evaporator,$-,0,0,,,,,,,Portable,2022
H10P26W,22,814101768B,,Tray assembly,Tray assembly,$-,0,0,,,,,,,Portable,2022
H10P26W,23,810702252,,Left panel,Left panel,$-,0,0,,,,,,,Portable,2022
H10P26W,24,810800317B,,Supported beam of Condenser,Supported beam of Condenser,$-,0,0,,,,,,,Portable,2022
H10P26W,25,811202230A,,Condenser,Condenser,$-,0,0,,,,,,,Portable,2022
H10P26W,26,810702000B,,Rear duct of condenser,Rear duct of condenser,$-,0,0,,,,,,,Portable,2022
H10P26W,27,810702056,,Centrifugal fan,Centrifugal fan,$-,0,0,,,,,,,Portable,2022
H10P26W,28,810701999B,,Front duct of condenser,Front duct of condenser,$-,0,0,,,,,,,Portable,2022
H10P26W,29,810900538,,Condensor fan motor,Condensor fan motor,$-,0,0,,,,,,,Portable,2022
H10P26W,30,810702019,,Capacitor clamp,Capacitor clamp,$-,0,0,,,,,,,Portable,2022
H10P26W,31,810900758,,Capacitor of compressor,Capacitor of compressor,$-,0,0,,,,,,,Portable,2022
H10P26W,32,810702271,,Electrical box assembly,Electrical box assembly,$-,0,0,,,,,,,Portable,2022
H10P26W,33,1175032007,92007-005463,Sensor resistance,Sensor resistance,$8.04,10,0,,Y,,,,,Portable,2022
H10P26W,34,810900560E,,Control circuit board,Control circuit board,$-,0,0,,,,,,,Portable,2022
H10P26W,35,810800310,,Electrical box cover,Electrical box cover,$-,0,0,,,,,,,Portable,2022
H10P26W,36,1170100037,,Fan motor capacitor 8?F,Fan motor capacitor 8?F,$9.76,5,0,,Y,,,,,Portable,2022
H10P26W,37,810900578,,Fan motor capacitor 10?F,Fan motor capacitor 10?F,$-,0,0,,,,,,,Portable,2022
H10P26W,38,810900776,,WiFi module,WiFi module,$10.00,5,0,,Y,,,,,Portable,2022
H10P26W,39,810701989,,Right panel,Right panel,$-,0,0,,,,,,,Portable,2022
H10P26W,40,810701097,,Cover of splash motor,Cover of splash motor,$-,0,0,,,,,,,Portable,2022
H10P26W,42,42001-000057,,Clamp,Clamp,$-,0,0,,,,,,,Portable,2022
H10P26W,43,810800311B,,Support,Support,$-,0,0,,,,,,,Portable,2022
H10P26W,44,811202226,,Compressor,Compressor,$-,0,0,,,,,,,Portable,2022
H10P26W,45,811202695,,Capillary,Capillary,$-,0,0,,,,,,,Portable,2022
H10P26W,46,810900660A,,Float switch,Float switch,$-,0,0,,,,,,,Portable,2022
H10P26W,47,810701465,,Splash disk,Splash disk,$-,0,0,,,,,,,Portable,2022
H10P26W,48,810900472E,,Splash motor,Splash motor,$-,0,0,,,,,,,Portable,2022
H10P26W,49,814101764C,,Base assembly,Base assembly,$-,0,0,,,,,,,Portable,2022
H10P26W,50,810701898B,,Cover of stopper,Cover of stopper,$0.32,25,0,Y,,,,,,Portable,2022
H10P26W,51,810701900,,Stopper,Stopper,$2.00,25,0,Y,,,,,,Portable,2022
H10P26W,52,810701996,,Filter of condenser,Filter of condenser,$8.00,45,0,Y,,,,,,Portable,2022
H10P26W,53,810701994,,Grid of condenser,Grid of condenser,$11.28,25,0,Y,,,,,,Portable,2022
H10P26W,54,810701987,,Back panel,Back panel,$-,0,0,,,,,,,Portable,2022
H10P26W,55,810701299A,,Cover of drainage hose,Drain Plug,$1.30,39,0,Y,,,,,,Portable,2022
H10P26W,56,810702001,,Protection net,Protection net,$3.60,5,0,Y,,,,,,Portable,2022
H10P26W,57,814101769,,Grid of evaporator,Filter and Grid,$21.60,40,0,Y,,,,,,Portable,2022
H10P26W,58,810900093,,Power cord,Power cord,$37.74,5,0,,Y,,,,,Portable,2022
H10P26W,59,810700928F,,Drainage pipe,Drain hose,$4.00,25,0,Y,,,,,,Portable,2022
H10P26W,60,810900614A,,Remote controller,Remote controller UYKQ-90,$9.81,135,0,Y,,,,,,Portable,2022
H10P26W,61,8070130039,,Sensor fixer,Sensor fixer,$-,0,0,,,,,,,Portable,2022
H10P26W,62,1075032001,,Exhaust Hose,Exhaust Hose,$14.00,24,0,Y,,,,,,Portable,2022
H10P26W,63,810701090B,,Hose outlet,Hose outlet,$4.00,38,0,Y,,,,,,Portable,2022
H10P26W,64,810701997A,,Hose inlet,Hose Outlet,$4.00,30,0,Y,,,,,,Portable,2022
H10P26W,65,810702837,,Window slider,"Window slider, 2 pieces 1 hole, White",$10.00,28,0,Y,,,,,,Portable,2022
H10P26W,66,811800040,,Tie,Tie,$-,0,0,,,,,,,Portable,2022
H10P26W,67,811202370E,,Discharge pipe,Discharge pipe,$17.64,25,0,,Y,,,,,Portable,2022
H10P26W,68,811202371,,Suction pipe,Suction pipe,$40.72,20,0,,Y,,,,,Portable,2022
H10P26W,69,810700223,,Axis of fan,Axis of fan,$-,0,0,,,,,,,Portable,2022
H10P26W,70,810702010A,,Upper foam,Upper foam,$-,0,0,,,,,,,Portable,2022
H10P26W,71,810702009C,,Bottom foam,Bottom foam,$-,0,0,,,,,,,Portable,2022
H10P26W,(49-1),810701160,,Castor,caster,$3.92,108,0,Y,,,,,,Portable,2022
H10P26W,,810703025,,Window Slider Extension,"Window Slider Extension, 2 pieces Solid, White",$-,19,0,Y,,,,,,Portable,2022
H10P26W,,810703024A,,Window Slider Accessory,"Window Slider Extension, 1 piece Solid, White",$8.00,10,0,Y,,,,,,Portable,2022
H10P26W-CA,1,810702400B,,Front panel,Front panel,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,2,810700851D,,Take-over protection,Take-over protection,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,3,810900518,,Receiver board,Receiver board,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,4,810702929,,Top panel,Top panel,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,5,810701012,,Gear,Gear,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,6,810701035,,Anti electric axis,Anti electric axis,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,7,1175032001B,,Step motor,Step motor,$21.60,17,0,,Y,,,,,Portable,2022
H10P26W-CA,8,810701138A,,Fixer of step motor,Fixer of step motor,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,9,810702262,,Cover of display box,Cover of display box,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,10,810900559A,,Display board,Display board,$34.28,5,0,,Y,,,,,Portable,2022
H10P26W-CA,11,810702007,,Box of display,Box of display,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,12,811309455M,,Panel sticker,Panel sticker,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,13,810702264,,Deflector,Deflector,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,14,810702265,,Deflector,Deflector,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,15,810702266,,Deflector link,Deflector link,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,16,810702302,,Outlet duct,Outlet duct,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,17,810702256D,,Upper Duct,Upper Duct,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,18,810702055,,Fan of evaporator,Fan of evaporator,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,19,810900527,,Evaporator fan motor,Evaporator fan motor,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,20,810702023B,,Under Duct,Under Duct,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,21,811202229B,,Evaporator,Evaporator,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,22,814101768B,,Tray assembly,Tray assembly,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,23,810702252,,Left panel,Left panel,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,24,810800317B,,Supported beam of Condenser,Supported beam of Condenser,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,25,811202230A,,Condenser,Condenser,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,26,810702000B,,Rear duct of condenser,Rear duct of condenser,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,27,810702056,,Centrifugal fan,Centrifugal fan,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,28,810701999B,,Front duct of condenser,Front duct of condenser,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,29,810900538,,Condensor fan motor,Condensor fan motor,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,30,810702019,,Capacitor clamp,Capacitor clamp,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,31,810900758,,Capacitor of compressor,Capacitor of compressor,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,32,810702271,,Electrical box assembly,Electrical box assembly,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,33,1175032007,92007-005463,Sensor resistance,Sensor resistance,$8.04,10,0,,Y,,,,,Portable,2022
H10P26W-CA,34,810900560E,,Control circuit board,Control circuit board,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,35,810800310,,Electrical box cover,Electrical box cover,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,36,1170100037,,Fan motor capacitor 8?F,Fan motor capacitor 8?F,$9.76,5,0,,Y,,,,,Portable,2022
H10P26W-CA,37,810900578,,Fan motor capacitor 10?F,Fan motor capacitor 10?F,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,38,810900776,,WiFi module,WiFi module,$10.00,5,0,,Y,,,,,Portable,2022
H10P26W-CA,39,810701989,,Right panel,Right panel,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,40,810701097,,Cover of splash motor,Cover of splash motor,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,42,42001-000057,,Clamp,Clamp,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,43,810800311B,,Support,Support,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,44,811202226,,Compressor,Compressor,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,45,811202695,,Capillary,Capillary,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,46,810900660A,,Float switch,Float switch,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,47,810701465,,Splash disk,Splash disk,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,48,810900472E,,Splash motor,Splash motor,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,49,814101764C,,Base assembly,Base assembly,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,50,810701898B,,Cover of stopper,Cover of stopper,$0.32,25,0,Y,,,,,,Portable,2022
H10P26W-CA,51,810701900,,Stopper,Stopper,$2.00,25,0,Y,,,,,,Portable,2022
H10P26W-CA,52,810701996,,Filter of condenser,Filter of condenser,$8.00,45,0,Y,,,,,,Portable,2022
H10P26W-CA,53,810701994,,Grid of condenser,Grid of condenser,$11.28,25,0,Y,,,,,,Portable,2022
H10P26W-CA,54,810701987,,Back panel,Back panel,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,55,810701299A,,Cover of drainage hose,Drain Plug,$1.30,39,0,Y,,,,,,Portable,2022
H10P26W-CA,56,810702001,,Protection net,Protection net,$3.60,5,0,,y,,,,,Portable,2022
H10P26W-CA,57,814101769,,Grid of evaporator,Filter and Grid,$21.60,40,0,Y,,,,,,Portable,2022
H10P26W-CA,58,810900093,,Power cord,Power cord,$37.74,5,0,,Y,,,,,Portable,2022
H10P26W-CA,59,810700928F,,Drainage pipe,Drain Tube,$4.00,25,0,Y,,,,,,Portable,2022
H10P26W-CA,60,810900614A,,Remote controller,Remote controller UYKQ-90,$9.81,135,0,Y,,,,,,Portable,2022
H10P26W-CA,61,8070130039,,Sensor fixer,Sensor fixer,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,62,1075032001,,Exhaust Hose,Exhaust Hose,$14.00,24,0,Y,,,,,,Portable,2022
H10P26W-CA,63,810701090B,,Hose outlet,Hose outlet,$4.00,38,0,Y,,,,,,Portable,2022
H10P26W-CA,64,810701997A,,Hose inlet,Hose inlet,$4.00,30,0,Y,,,,,,Portable,2022
H10P26W-CA,65,810702837,,Window slider,"Window slider, 2 pieces 1 hole, White",$10.00,28,0,Y,,,,,,Portable,2022
H10P26W-CA,66,811800040,,Tie,Tie,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,67,811202370E,,Discharge pipe,Discharge pipe,$17.64,25,0,,Y,,,,,Portable,2022
H10P26W-CA,68,811202371,,Suction pipe,Suction pipe,$40.72,20,0,,Y,,,,,Portable,2022
H10P26W-CA,69,810700223,,Axis of fan,Axis of fan,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,70,810702010A,,Upper foam,Upper foam,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,71,810702009C,,Bottom foam,Bottom foam,$-,0,0,,,,,,,Portable,2022
H10P26W-CA,(49-1),810701160,,Castor,caster,$3.92,108,0,Y,,,,,,Portable,2022
H10P26W-CA,,810703025,,Window Slider Extension,"Window Slider Extension, 2 pieces Solid, White",$-,19,0,Y,,,,,,Portable,2022
H10P26W-CA,,810703024A,,Window Slider Accessory,"Window Slider Extension, 1 piece Solid, White",$8.00,10,0,Y,,,,,,Portable,2022
H10PH26W-CA,1,810702400B,,Front panel,Front panel,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,2,810700851D,,Take-over protection,Take-over protection,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,3,810900518,,Receiver board,Receiver board,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,4,810702929,,Top panel,Top panel,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,5,810701012,,Gear,Gear,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,6,810701035,,Anti electric axis,Anti electric axis,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,7,1175032001B,,Step motor,Step motor,$21.60,17,0,,Y,,,,,Portable,2022
H10PH26W-CA,8,810701138A,,Fixer of step motor,Fixer of step motor,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,9,810702262,,Cover of display box,Cover of display box,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,10,810900559A,,Display board,Display board,$34.28,5,0,,Y,,,,,Portable,2022
H10PH26W-CA,11,810702007,,Box of display,Box of display,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,12,811309455AC,,Panel sticker,Panel sticker,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,13,810702264,,Deflector,Deflector,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,14,810702265,,Deflector,Deflector,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,15,810702266,,Deflector link,Deflector link,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,16,810702302,,Outlet duct,Outlet duct,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,17,810702256D,,Upper Duct,Upper Duct,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,18,810702055,,Fan of evaporator,Fan of evaporator,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,19,810900527,,Evaporator fan motor,Evaporator fan motor,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,20,810702023B,,Under Duct,Under Duct,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,21,811202229B,,Evaporator,Evaporator,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,22,814101768B,,Tray assembly,Tray assembly,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,23,810702252,,Left panel,Left panel,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,24,810800317B,,Supported beam of Condenser,Supported beam of Condenser,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,25,811202230A,,Condenser,Condenser,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,26,810702000B,,Rear duct of condenser,Rear duct of condenser,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,27,810702056,,Centrifugal fan,Centrifugal fan,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,28,810701999B,,Front duct of condenser,Front duct of condenser,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,29,810900538,,Condensor fan motor,Condensor fan motor,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,30,810702019,,Capacitor clamp,Capacitor clamp,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,31,810900758,,Capacitor of compressor,Capacitor of compressor,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,32,810702271,,Electrical box assembly,Electrical box assembly,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,33,1175032007,92007-005463,Sensor resistance,Sensor resistance,$8.04,10,0,,Y,,,,,Portable,2022
H10PH26W-CA,34,810900560D,,Control circuit board,Control circuit board,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,35,810800310,,Electrical box cover,Electrical box cover,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,36,1170100037,,Fan motor capacitor 8?F,Fan motor capacitor 8?F,$9.76,5,0,,Y,,,,,Portable,2022
H10PH26W-CA,37,810900578,,Fan motor capacitor 10?F,Fan motor capacitor 10?F,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,38,810900776,,WiFi module,WiFi module,$10.00,5,0,,Y,,,,,Portable,2022
H10PH26W-CA,39,810701989,,Right panel,Right panel,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,40,810701097,,Cover of splash motor,Cover of splash motor,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,42,42001-000057,,Clamp,Clamp,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,43,810800311B,,Support,Support,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,44,811202226,,Compressor,Compressor,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,45,811202695,,Capillary,Capillary,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,46,810900660A,,Float switch,Float switch,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,47,810701465,,Splash disk,Splash disk,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,48,810900472E,,Splash motor,Splash motor,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,49,814101764C,,Base assembly,Base assembly,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,50,810701898B,,Cover of stopper,Cover of stopper,$0.32,25,0,Y,,,,,,Portable,2022
H10PH26W-CA,51,810701900,,Stopper,Stopper,$2.00,25,0,Y,,,,,,Portable,2022
H10PH26W-CA,52,810701996,,Filter of condenser,Filter of condenser,$8.00,45,0,Y,,,,,,Portable,2022
H10PH26W-CA,53,810701994,,Grid of condenser,Grid of condenser,$11.28,25,0,Y,,,,,,Portable,2022
H10PH26W-CA,54,810701987,,Back panel,Back panel,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,55,810701299A,,Cover of drainage hose,Drain Plug,$1.30,39,0,Y,,,,,,Portable,2022
H10PH26W-CA,56,810702001,,Protection net,Protection net,$3.60,5,0,,Y,,,,,Portable,2022
H10PH26W-CA,57,814101769,,Grid of evaporator,Filter and Grid,$21.60,40,0,Y,,,,,,Portable,2022
H10PH26W-CA,58,810900093,,Power cord,Power cord,$37.74,5,0,,Y,,,,,Portable,2022
H10PH26W-CA,60,810900614A,,Remote controller,Remote controller UYKQ-90,$9.81,135,0,Y,,,,,,Portable,2022
H10PH26W-CA,61,8070130039,,Sensor fixer,Sensor fixer,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,62,1075032001,,Exhaust Hose,Exhaust Hose,$14.00,24,0,Y,,,,,,Portable,2022
H10PH26W-CA,63,810701090B,,Hose outlet,Hose outlet,$4.00,38,0,Y,,,,,,Portable,2022
H10PH26W-CA,64,810701997A,,Hose inlet,Hose inlet,$4.00,30,0,Y,,,,,,Portable,2022
H10PH26W-CA,65,810702837,,Window slider,"Window slider, 2 pieces 1 hole, White",$10.00,28,0,Y,,,,,,Portable,2022
H10PH26W-CA,66,811800040,,Tie,Tie,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,69,810700223,,Axis of fan,Axis of fan,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,70,810702010A,,Upper foam,Upper foam,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,71,810702009C,,Bottom foam,Bottom foam,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,(49-1),810701160,,Castor,caster,$3.92,108,0,Y,,,,,,Portable,2022
H10PH26W-CA,67+68,811202227B,,4-way valve assembly,4-way valve assembly,$-,0,0,,,,,,,Portable,2022
H10PH26W-CA,,810703025,,Window Slider Extension,"Window Slider Extension, 2 pieces Solid, White",$-,19,0,Y,,,,,,Portable,2022
H10PH26W-CA,,810703024A,,Window Slider Accessory,"Window Slider Extension, 1 piece Solid, White",$8.00,10,0,Y,,,,,,Portable,2022
H10W24W,1,#N/A,41507-000241,Front Panel Assembly,Front Panel Assembly,$-,0,0,,,,,,,Window,2022
H10W24W,1.1,#N/A,41507-000236,Intake grille,Intake grille,$-,0,0,,Y,,,,,Window,2022
H10W24W,1.2,210736617,41507-000133,Air Filter,Air Filter,$4.14,100,0,Y,,,,,,Window,2022
H10W24W,2,#N/A,/,Electrical Assembly,Electrical Assembly,$-,0,0,,,,,,,Window,2022
H10W24W,2.1,210736672,42001-000057,Cable Clamp,Cable Clamp,$-,0,0,,,,,,,Window,2022
H10W24W,2.1,210901539,10104-100026,Sensor Assembly,Sensor Assembly,$6.96,40,0,,Y,,,,,Window,2022
H10W24W,2.2,210826720,41505-000010,Electrical Box Assembly,Electrical Box Assembly,$-,0,0,,,,,,,Window,2022
H10W24W,2.3,210826496,42001-000027,Capacitor Strip,Capacitor Strip,$-,0,0,,,,,,,Window,2022
H10W24W,2.4,210901421,10303-100046,Capacitor,Capacitor,$9.72,5,0,,Y,,,,,Window,2022
H10W24W,2.5,210826683,41505-000051,Electrical Box Cover,Electrical Box Cover,$-,0,0,,,,,,,Window,2022
H10W24W,2.6,#N/A,31502-000046,Display PCB,Display PCB,$-,0,0,,,,,,,Window,2022
H10W24W,2.7,#N/A,41507-000235,Control Box panel,Control Box panel,$-,0,0,,,,,,,Window,2022
H10W24W,2.8,210901721,10502-100032,Transformer,Transformer,$8.70,9,0,,Y,,,,,Window,2022
H10W24W,2.9,#N/A,31501-000010,Main pcb,Main pcb,$-,0,0,,,,,,,Window,2022
H10W24W,3,#N/A,92011-006192,Evaporator,Evaporator,$-,0,0,,,,,,,Window,2022
H10W24W,4,210736652B,41504-000138,Middle Vortex Shell,Middle Vortex Shell,$-,0,0,,,,,,,Window,2022
H10W24W,5,210736651B,41504-000132,Up Vortex Shell,Up Vortex Shell,$-,0,0,,,,,,,Window,2022
H10W24W,6,214146541,41508-000002,Cabinet,Cabinet,$-,0,0,,,,,,,Window,2022
H10W24W,7,#N/A,92011-005472,Condenser,Condenser,$-,0,0,,,,,,,Window,2022
H10W24W,8,210736728,41503-000007,Propeller Fan,Propeller Fan,$-,0,0,,,,,,,Window,2022
H10W24W,9,/,41504-000212,Back Surround Plate,Back Surround Plate,$-,0,0,,,,,,,Window,2022
H10W24W,10,210901435,22001-000166,Fan Motor,Fan Motor,$-,0,0,,,,,,,Window,2022
H10W24W,11,210736727,41503-000010,Centrifugal Fan,Centrifugal Fan,$-,0,0,,,,,,,Window,2022
